accuracy,f1,roc_auc,precision,recall
0.896,0.8686868686868687,0.9426406926406926,0.8431372549019608,0.8958333333333334
0.888,0.86,0.9201839826839827,0.8269230769230769,0.8958333333333334
0.88,0.8598130841121495,0.9449516648764769,0.7931034482758621,0.9387755102040817
0.904,0.8846153846153846,0.9385069817400644,0.8363636363636363,0.9387755102040817
0.912,0.8910891089108911,0.9621374865735769,0.8653846153846154,0.9183673469387755
