mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.15286579132080078,0.028475419609796254,0.01765446662902832,0.0017402134648471063,0.1,scale,"{'model__C': 0.1, 'model__gamma': 'scale'}",0.7735849056603774,0.7722772277227723,0.7857142857142857,0.782608695652174,0.8301886792452831,0.7888747587989785,0.021285440126753364,6
0.14474883079528808,0.02410756553079058,0.01932363510131836,0.005214220786123367,0.1,auto,"{'model__C': 0.1, 'model__gamma': 'auto'}",0.780952380952381,0.76,0.7857142857142857,0.7894736842105263,0.8301886792452831,0.7892658060244951,0.022860177169881125,5
0.103277587890625,0.016811248054801428,0.013660240173339843,0.0012982852005267677,1.0,scale,"{'model__C': 1, 'model__gamma': 'scale'}",0.8367346938775511,0.8316831683168316,0.8073394495412844,0.8256880733944955,0.8431372549019608,0.8289165280064246,0.012222931922457422,3
0.0964897632598877,0.013202070593957697,0.013961267471313477,0.0018490718094463692,1.0,auto,"{'model__C': 1, 'model__gamma': 'auto'}",0.82,0.8316831683168316,0.8,0.8181818181818182,0.8627450980392157,0.8265220169075732,0.020756984803733898,4
0.10411725044250489,0.019743717185359166,0.011583232879638672,0.001501245074911637,10.0,scale,"{'model__C': 10, 'model__gamma': 'scale'}",0.8602150537634409,0.8,0.8037383177570093,0.8461538461538461,0.86,0.8340214435348592,0.026768310119248295,2
0.08355798721313476,0.011201516387463698,0.008705949783325196,0.001381829646418142,10.0,auto,"{'model__C': 10, 'model__gamma': 'auto'}",0.875,0.8247422680412371,0.8,0.8571428571428571,0.86,0.8433770250368189,0.027183283263981752,1
